customer_id,age,gender,loyalty_member,join_date
C002265,38,Male,No,2024-03-10
C002266,23,Female,No,2024-06-04
C002267,33,Male,No,2025-07-16
C002268,39,Female,Yes,2024-02-13
C002269,23,Female,No,2023-03-02
C002270,45,Male,No,2023-09-20
C002271,60,Male,No,2023-12-29
C002272,39,Female,Yes,2022-11-21
C002273,61,Female,No,2024-11-06
C002274,54,Male,Yes,2022-11-29
C002275,52,Female,No,2024-08-19
C002276,54,Female,Yes,2021-07-08
C002277,55,Male,No,2023-05-16
C002278,54,Female,Yes,2024-11-09
C002279,28,Female,Yes,2024-01-21
C002280,44,Female,No,2023-07-24
C002281,31,Male,Yes,2024-01-17
C002282,43,Male,Yes,2025-05-05
C002283,20,Male,No,2021-11-30
C002284,30,Female,No,2024-02-22
C002285,22,Female,No,2021-10-16
C002286,20,Female,No,2021-05-04
C002287,28,Male,Yes,2024-06-13
C002288,67,Female,Yes,2023-04-09
C002289,49,Female,Yes,2023-08-29
C002290,20,Female,No,2026-01-19
C002291,26,Male,No,2023-11-17
C002292,18,Female,Yes,2024-05-10
C002293,35,Male,Yes,2025-06-25
C002294,39,Female,Yes,2022-03-10
C002295,64,Male,No,2022-04-17
C002296,37,Male,Yes,2023-01-31
C002297,23,Female,Yes,2023-10-08
C002298,59,Male,Yes,2025-09-02
C002299,70,Female,Yes,2026-02-03
C002300,64,Female,Yes,2024-01-16
C002301,22,Male,Yes,2022-05-29
C002302,18,Female,Yes,2021-08-18
C002303,37,Female,Yes,2021-04-20
C002304,35,Male,No,2021-04-14
C002305,63,Female,No,2021-08-14
C002306,38,Male,Yes,2025-05-02
C002307,47,Male,Yes,2021-09-04
C002308,66,Male,No,2024-05-17
C002309,53,Male,No,2025-04-08
C002310,36,Female,No,2023-07-17
C002311,30,Female,Yes,2025-09-20
C002312,44,Male,No,2021-11-20
C002313,22,Female,Yes,2024-08-20
C002314,28,Female,No,2024-09-13
C002315,35,Female,Yes,2022-07-14
C002316,33,Female,No,2021-07-04
C002317,61,Female,No,2023-01-03
C002318,25,Female,No,2025-07-07
C002319,55,Female,No,2024-07-31
C002320,19,Female,No,2026-01-29
C002321,23,Male,No,2025-06-10
C002322,37,Male,No,2021-05-27
C002323,54,Female,No,2022-08-11
C002324,37,Male,No,2025-11-30
C002325,65,Male,Yes,2023-08-19
C002326,29,Male,Yes,2022-05-28
C002327,25,Female,No,2026-02-03
C002328,48,Male,No,2023-11-19
C002329,30,Female,Yes,2024-08-23
C002330,63,Male,No,2022-07-27
C002331,44,Male,No,2023-06-18
C002332,35,Female,No,2024-04-12
C002333,62,Female,No,2025-11-30
C002334,52,Male,Yes,2021-04-22
C002335,55,Male,Yes,2025-11-11
C002336,64,Female,No,2023-03-18
C002337,19,Female,No,2021-11-25
C002338,65,Male,Yes,2025-10-24
C002339,63,Male,Yes,2026-03-02
C002340,52,Male,No,2024-04-27
C002341,58,Female,Yes,2024-07-02
C002342,52,Male,No,2024-01-16
C002343,70,Female,Yes,2024-01-18
C002344,28,Female,No,2022-02-15
C002345,54,Male,Yes,2022-11-12
C002346,40,Male,Yes,2023-03-01
C002347,67,Male,Yes,2025-05-24
C002348,67,Female,Yes,2021-04-06
C002349,31,Male,No,2022-08-07
C002350,49,Female,No,2025-07-09
C002351,54,Male,Yes,2021-11-16
C002352,47,Female,No,2024-02-07
C002353,35,Male,Yes,2022-03-08
C002354,24,Female,No,2022-02-03
C002355,48,Male,No,2025-09-11
C002356,30,Male,Yes,2024-12-19
C002357,34,Male,No,2023-12-10
C002358,43,Male,Yes,2025-07-23
C002359,66,Female,Yes,2023-03-30
C002360,25,Female,No,2024-01-13
C002361,60,Male,Yes,2022-11-28
C002362,57,Female,No,2021-09-06
C002363,61,Female,Yes,2024-12-14
C002364,25,Male,No,2024-07-26
C002365,46,Male,Yes,2021-08-19
C002366,56,Male,Yes,2021-12-02
C002367,61,Female,Yes,2022-06-10
C002368,63,Female,Yes,2024-08-31
C002369,38,Female,No,2025-01-02
C002370,61,Female,Yes,2025-07-30
C002371,20,Female,No,2025-09-13
C002372,43,Male,Yes,2023-09-05
C002373,69,Female,No,2024-03-09
C002374,37,Female,Yes,2023-07-16
C002375,63,Female,Yes,2021-12-22
C002376,58,Male,No,2021-09-11
C002377,22,Male,No,2024-10-09
C002378,28,Female,Yes,2023-06-15
C002379,56,Male,No,2024-03-01
C002380,50,Male,No,2024-08-23
C002381,48,Male,Yes,2022-11-02
C002382,38,Male,No,2024-09-17
C002383,68,Female,No,2025-05-23
C002384,19,Male,No,2026-01-23
C002385,64,Female,No,2022-05-14
C002386,40,Female,Yes,2022-03-31
C002387,66,Male,No,2024-03-08
C002388,33,Male,Yes,2024-03-03
C002389,19,Male,Yes,2021-10-29
C002390,59,Female,Yes,2022-10-22
C002391,26,Male,Yes,2021-12-21
C002392,54,Female,No,2023-12-27
C002393,36,Male,Yes,2024-03-05
C002394,42,Female,No,2024-10-01
C002395,46,Female,No,2022-09-28
C002396,58,Male,Yes,2022-08-31
C002397,69,Male,Yes,2023-10-05
C002398,59,Male,No,2025-08-22
C002399,37,Female,Yes,2024-06-20
C002400,40,Female,No,2022-03-10
C002401,48,Female,No,2023-03-08
C002402,19,Male,Yes,2022-02-02
C002403,31,Male,Yes,2023-04-25
C002404,31,Female,Yes,2022-11-12
C002405,65,Male,No,2024-07-19
C002406,37,Female,No,2021-09-04
C002407,55,Female,No,2023-07-18
C002408,58,Male,No,2024-08-25
C002409,70,Male,Yes,2024-08-26
C002410,29,Female,No,2024-01-27
C002411,38,Female,No,2025-12-25
C002412,28,Male,No,2022-12-10
C002413,27,Female,No,2024-05-10
C002414,64,Female,Yes,2022-07-10
C002415,56,Male,No,2024-11-14
C002416,50,Male,No,2021-12-13
C002417,67,Female,Yes,2025-02-10
C002418,50,Male,Yes,2024-06-08
C002419,34,Female,Yes,2025-04-05
C002420,53,Female,No,2025-01-13
C002421,25,Female,Yes,2024-02-23
C002422,62,Female,Yes,2023-06-16
C002423,50,Male,Yes,2023-08-08
C002424,33,Female,Yes,2021-04-04
C002425,69,Female,Yes,2022-12-27
C002426,46,Female,Yes,2026-01-24
C002427,43,Male,No,2024-02-08
C002428,47,Female,No,2024-03-26
C002429,18,Female,Yes,2024-06-04
C002430,47,Male,No,2022-09-05
C002431,28,Male,No,2022-05-06
C002432,64,Female,No,2021-08-16
C002433,54,Male,Yes,2024-03-16
C002434,38,Male,Yes,2023-01-08
C002435,35,Female,No,2024-04-22
C002436,19,Female,Yes,2023-07-09
C002437,55,Male,Yes,2025-07-23
C002438,22,Male,No,2025-01-31
C002439,29,Male,Yes,2024-11-07
C002440,60,Male,Yes,2025-01-14
C002441,64,Female,No,2021-08-30
C002442,54,Male,Yes,2022-11-08
C002443,57,Female,Yes,2023-05-01
C002444,66,Male,No,2021-06-13
C002445,53,Female,No,2024-02-02
C002446,65,Female,Yes,2025-02-12
C002447,59,Female,No,2024-03-20
C002448,55,Male,No,2024-03-21
C002449,34,Female,Yes,2023-01-15
C002450,67,Female,Yes,2024-09-17
C002451,48,Female,Yes,2024-07-31
C002452,49,Female,No,2025-05-22
C002453,35,Male,Yes,2026-02-10
C002454,32,Male,No,2022-03-09
C002455,25,Male,Yes,2025-01-28
C002456,24,Female,Yes,2024-12-14
C002457,39,Male,No,2024-02-16
C002458,32,Female,Yes,2025-04-19
C002459,61,Female,Yes,2022-05-05
C002460,42,Female,Yes,2025-01-16
C002461,57,Female,No,2025-08-28
C002462,21,Male,Yes,2022-10-25
C002463,34,Female,No,2022-07-11
C002464,18,Female,No,2021-03-30
C002465,48,Male,No,2021-10-17
C002466,39,Male,No,2021-11-11
C002467,20,Female,Yes,2025-06-19
C002468,29,Male,No,2023-06-07
C002469,31,Male,No,2021-03-17
C002470,29,Male,Yes,2022-08-28
C002471,67,Male,Yes,2023-07-24
C002472,47,Male,No,2023-09-18
C002473,30,Male,No,2021-05-18
C002474,58,Female,Yes,2023-12-07
C002475,57,Female,No,2024-08-27
C002476,51,Female,Yes,2025-11-28
C002477,66,Female,No,2023-10-30
C002478,23,Female,Yes,2024-12-01
C002479,51,Female,No,2025-09-30
C002480,20,Female,Yes,2023-05-05
C002481,34,Female,No,2025-05-22
C002482,22,Male,No,2025-08-13
C002483,65,Female,No,2022-04-06
C002484,54,Female,Yes,2021-08-10
C002485,28,Female,Yes,2024-11-17
C002486,53,Male,No,2023-05-10
C002487,52,Male,Yes,2021-07-02
C002488,40,Male,Yes,2024-10-27
C002489,57,Female,Yes,2024-01-17
C002490,22,Male,No,2022-01-24
C002491,34,Female,No,2021-07-18
C002492,45,Female,No,2023-03-24
C002493,40,Male,Yes,2024-10-02
C002494,37,Female,Yes,2023-05-22
C002495,26,Male,Yes,2022-07-17
C002496,48,Male,No,2021-09-17
C002497,27,Female,No,2025-01-08
C002498,51,Male,No,2021-07-10
C002499,57,Female,Yes,2025-08-16
C002500,68,Female,Yes,2026-02-15
C002501,65,Male,Yes,2024-05-19
C002502,22,Female,No,2024-05-23
C002503,59,Male,No,2021-04-25
C002504,33,Female,Yes,2024-12-22
C002505,35,Female,Yes,2021-11-02
C002506,48,Male,Yes,2021-06-23
C002507,69,Male,No,2023-01-26
C002508,70,Female,No,2025-09-14
C002509,60,Male,No,2021-05-26
C002510,35,Male,No,2025-02-27
C002511,31,Female,Yes,2021-09-21
C002512,64,Female,Yes,2022-10-31
C002513,46,Female,No,2024-04-07
C002514,59,Male,Yes,2021-05-24
C002515,48,Female,Yes,2022-02-17
C002516,30,Female,Yes,2025-10-25
C002517,59,Female,Yes,2023-01-11
C002518,37,Male,Yes,2022-11-28
C002519,24,Female,No,2025-11-21
C002520,32,Female,No,2021-08-24
C002521,65,Male,No,2024-02-08
C002522,66,Male,Yes,2022-03-10
C002523,27,Male,No,2024-07-11
C002524,56,Male,No,2021-09-12
C002525,35,Female,Yes,2022-06-01
C002526,39,Male,No,2022-12-18
C002527,33,Male,No,2021-09-25
C002528,21,Female,Yes,2025-11-19
C002529,49,Female,No,2025-04-12
C002530,39,Male,No,2025-12-04
C002531,27,Female,Yes,2024-11-12
C002532,25,Female,No,2023-06-01
C002533,39,Female,No,2024-08-27
C002534,55,Male,Yes,2022-09-25
C002535,34,Male,Yes,2024-03-21
C002536,53,Male,No,2022-05-23
C002537,42,Female,No,2025-02-21
C002538,38,Male,Yes,2023-10-26
C002539,46,Male,Yes,2024-03-31
C002540,64,Male,Yes,2026-02-01
C002541,63,Female,Yes,2024-09-30
C002542,29,Female,No,2021-04-11
C002543,46,Female,No,2022-09-27
C002544,65,Female,Yes,2026-01-18
C002545,49,Female,Yes,2024-11-28
C002546,18,Male,No,2023-07-06
C002547,37,Female,Yes,2021-05-30
C002548,31,Female,Yes,2024-09-18
C002549,54,Male,No,2021-07-31
C002550,51,Male,No,2025-07-19
C002551,31,Female,No,2025-05-01
C002552,24,Male,Yes,2026-01-13
C002553,62,Male,Yes,2024-09-07
C002554,57,Female,No,2022-06-09
C002555,69,Female,No,2024-12-09
C002556,64,Female,Yes,2024-02-16
C002557,64,Male,No,2022-05-28
C002558,19,Male,No,2024-07-24
C002559,34,Female,No,2022-12-14
C002560,35,Male,Yes,2022-02-26
C002561,65,Female,No,2022-04-03
C002562,58,Female,No,2023-08-30
C002563,43,Male,No,2024-09-23
C002564,18,Male,No,2023-04-09
C002565,62,Male,Yes,2025-08-02
C002566,40,Female,No,2023-09-27
C002567,34,Female,No,2024-01-31
C002568,63,Female,Yes,2025-06-29
C002569,34,Female,Yes,2025-11-16
C002570,29,Male,Yes,2025-06-11
C002571,64,Male,Yes,2023-07-30
C002572,64,Male,Yes,2023-04-04
C002573,26,Female,Yes,2025-08-19
C002574,30,Male,No,2021-06-14
C002575,36,Male,No,2022-10-31
C002576,35,Female,Yes,2025-04-18
C002577,61,Male,Yes,2024-08-15
C002578,48,Male,Yes,2022-09-19
C002579,44,Male,No,2025-11-24
C002580,61,Male,Yes,2025-04-24
C002581,43,Female,Yes,2026-03-01
C002582,23,Female,Yes,2023-09-22
C002583,32,Male,Yes,2023-02-26
C002584,25,Male,Yes,2026-01-02
C002585,29,Female,Yes,2025-09-05
C002586,46,Female,No,2022-04-13
C002587,69,Male,Yes,2025-06-04
C002588,64,Male,Yes,2022-08-10
C002589,31,Female,Yes,2023-09-09
C002590,29,Male,Yes,2024-11-30
C002591,68,Male,No,2025-07-10
C002592,59,Male,No,2023-08-26
C002593,54,Male,Yes,2023-10-26
C002594,67,Female,Yes,2022-12-11
C002595,68,Male,No,2022-11-20
C002596,20,Female,Yes,2024-06-19
C002597,61,Female,No,2024-07-15
C002598,44,Male,Yes,2021-06-11
C002599,32,Female,Yes,2024-04-13
C002600,29,Male,No,2021-03-08
C002601,50,Male,No,2023-01-21
C002602,35,Male,Yes,2021-09-29
C002603,26,Male,No,2025-09-12
C002604,26,Female,No,2022-12-04
C002605,22,Female,Yes,2022-01-08
C002606,36,Male,Yes,2021-12-19
C002607,32,Female,No,2024-06-01
C002608,58,Male,Yes,2024-05-31
C002609,52,Male,Yes,2023-08-12
C002610,46,Male,Yes,2021-07-24
C002611,24,Female,Yes,2025-09-14
C002612,32,Female,No,2024-06-11
C002613,36,Female,No,2022-02-09
C002614,66,Male,No,2025-07-15
C002615,23,Male,No,2024-10-21
C002616,20,Female,Yes,2022-02-21
C002617,51,Male,Yes,2021-04-22
C002618,24,Male,Yes,2025-01-07
C002619,58,Male,No,2022-12-06
C002620,63,Female,Yes,2021-04-07
C002621,52,Male,Yes,2021-08-07
C002622,59,Female,No,2023-09-01
C002623,31,Female,Yes,2022-09-05
C002624,53,Female,Yes,2025-09-29
C002625,58,Female,Yes,2023-01-23
C002626,62,Male,Yes,2021-09-29
C002627,25,Male,Yes,2023-02-14
C002628,50,Male,No,2022-10-27
C002629,26,Male,Yes,2024-03-10
C002630,36,Female,No,2025-04-22
C002631,50,Female,No,2025-11-14
C002632,49,Male,Yes,2026-01-09
C002633,70,Male,Yes,2021-12-12
C002634,39,Male,No,2023-09-22
C002635,19,Male,No,2025-12-26
C002636,53,Female,Yes,2022-07-20
C002637,23,Male,No,2024-11-06
C002638,44,Male,Yes,2022-07-30
C002639,30,Male,Yes,2023-01-17
C002640,48,Male,No,2025-01-15
C002641,43,Male,No,2024-12-07
C002642,53,Female,No,2021-10-13
C002643,41,Female,No,2025-08-01
C002644,21,Male,Yes,2023-01-08
C002645,26,Female,No,2024-04-11
C002646,53,Male,No,2023-06-04
C002647,69,Female,Yes,2023-11-03
C002648,48,Male,No,2021-04-27
C002649,19,Female,Yes,2026-01-09
C002650,28,Female,Yes,2022-07-22
C002651,70,Female,No,2022-12-01
C002652,69,Male,No,2024-01-20
C002653,24,Male,Yes,2023-02-18
C002654,68,Female,Yes,2023-10-20
C002655,39,Male,Yes,2025-05-24
C002656,45,Male,Yes,2025-07-01
C002657,29,Male,No,2025-01-21
C002658,30,Male,Yes,2023-05-16
C002659,22,Female,No,2022-11-15
C002660,41,Female,Yes,2023-10-14
C002661,32,Male,Yes,2025-03-11
C002662,67,Female,Yes,2022-08-09
C002663,30,Female,Yes,2021-06-25
C002664,69,Male,Yes,2024-09-12
C002665,66,Male,Yes,2022-11-19
C002666,22,Female,No,2025-07-27
C002667,58,Male,No,2022-09-22
C002668,18,Female,No,2025-07-23
C002669,23,Female,Yes,2025-07-01
C002670,39,Male,No,2021-06-29
C002671,22,Male,Yes,2024-06-15
C002672,53,Female,No,2021-10-29
C002673,52,Male,No,2022-01-26
C002674,51,Female,No,2022-09-28
C002675,37,Male,Yes,2023-09-01
C002676,42,Female,Yes,2022-11-28
C002677,67,Female,Yes,2022-09-20
C002678,24,Male,No,2021-10-16
C002679,33,Male,No,2025-07-17
C002680,34,Female,Yes,2023-08-11
C002681,19,Female,No,2025-12-27
C002682,68,Male,No,2023-11-22
C002683,37,Female,Yes,2022-02-13
C002684,30,Male,No,2022-05-02
C002685,22,Female,Yes,2022-12-19
C002686,19,Female,Yes,2024-09-14
C002687,69,Female,No,2024-04-04
C002688,20,Female,Yes,2026-01-05
C002689,36,Male,Yes,2022-07-07
C002690,55,Female,No,2021-06-20
C002691,46,Male,Yes,2024-09-16
C002692,25,Female,Yes,2022-06-23
C002693,54,Female,No,2024-06-18
C002694,33,Male,No,2024-11-15
C002695,22,Male,No,2022-02-17
C002696,48,Male,Yes,2024-07-03
C002697,47,Male,No,2023-08-08
C002698,53,Male,Yes,2025-08-13
C002699,46,Male,No,2024-05-30
C002700,19,Male,Yes,2022-07-14
C002701,29,Male,Yes,2023-01-05
C002702,68,Female,Yes,2021-09-11
C002703,38,Female,Yes,2026-01-13
C002704,47,Female,Yes,2025-05-25
C002705,25,Female,Yes,2025-12-28
C002706,40,Male,No,2021-11-09
C002707,70,Female,No,2025-04-24
C002708,24,Male,No,2024-12-13
C002709,32,Female,No,2022-01-10
C002710,43,Male,No,2022-04-15
C002711,26,Female,Yes,2023-10-04
C002712,33,Male,No,2026-03-01
C002713,30,Male,No,2021-10-11
C002714,60,Female,Yes,2023-06-29
C002715,43,Male,Yes,2023-11-18
C002716,51,Male,No,2023-04-12
C002717,35,Male,Yes,2021-09-05
C002718,52,Male,Yes,2023-08-16
C002719,70,Male,No,2023-07-06
C002720,19,Male,Yes,2026-01-12
C002721,55,Male,No,2023-05-06
C002722,21,Male,No,2022-12-24
C002723,53,Male,No,2022-02-02
C002724,39,Male,Yes,2022-11-21
C002725,61,Female,Yes,2022-08-18
C002726,60,Female,Yes,2022-12-02
C002727,41,Male,Yes,2021-11-14
C002728,49,Male,No,2022-10-04
C002729,45,Female,No,2023-06-25
C002730,28,Male,Yes,2025-08-17
C002731,25,Female,No,2022-10-03
C002732,50,Male,No,2025-10-24
C002733,37,Female,Yes,2024-10-20
C002734,35,Male,Yes,2025-05-05
C002735,36,Female,Yes,2022-11-07
C002736,49,Female,No,2023-04-16
C002737,34,Female,No,2023-10-02
C002738,66,Male,No,2023-06-16
C002739,27,Female,Yes,2025-02-08
C002740,56,Male,Yes,2025-11-03
C002741,46,Female,Yes,2021-07-30
C002742,35,Female,No,2024-10-20
C002743,34,Female,Yes,2024-08-15
C002744,24,Female,No,2021-12-28
C002745,60,Female,No,2024-09-05
C002746,45,Male,No,2025-02-05
C002747,19,Male,No,2021-12-06
C002748,55,Male,Yes,2021-03-09
C002749,18,Female,No,2025-03-23
C002750,29,Female,Yes,2023-08-30
C002751,39,Male,No,2023-11-22
C002752,52,Male,Yes,2021-09-07
C002753,44,Male,Yes,2025-10-10
C002754,22,Female,Yes,2023-07-30
C002755,34,Female,Yes,2024-05-02
C002756,37,Female,Yes,2021-12-23
C002757,41,Female,No,2023-02-24
C002758,67,Male,Yes,2024-11-18
C002759,47,Male,No,2025-01-22
C002760,47,Female,No,2021-07-23
C002761,44,Male,No,2023-04-20
C002762,18,Male,No,2022-04-06
C002763,18,Male,Yes,2024-03-23
C002764,22,Male,No,2023-09-19
C002765,23,Male,No,2021-06-16
C002766,21,Female,Yes,2024-08-07
C002767,50,Female,No,2021-05-17
C002768,44,Female,Yes,2024-07-22
C002769,57,Female,No,2022-01-17
C002770,70,Female,Yes,2024-04-29
C002771,70,Male,No,2023-07-29
C002772,64,Male,Yes,2024-11-21
C002773,43,Male,No,2022-02-17
C002774,21,Female,No,2022-03-31
C002775,44,Male,Yes,2022-09-06
C002776,33,Male,Yes,2025-12-27
C002777,42,Female,No,2025-01-24
C002778,25,Male,No,2022-10-05
C002779,40,Male,Yes,2023-04-16
C002780,56,Female,Yes,2024-05-20
C002781,31,Female,Yes,2025-08-19
C002782,61,Male,No,2024-04-22
C002783,26,Female,Yes,2025-11-27
C002784,28,Female,No,2023-04-30
C002785,40,Female,Yes,2022-06-15
C002786,68,Male,No,2025-04-18
C002787,25,Male,Yes,2021-12-11
C002788,41,Male,No,2024-02-03
C002789,41,Male,No,2023-01-01
C002790,30,Female,Yes,2024-06-23
C002791,57,Male,Yes,2024-05-12
C002792,55,Female,No,2023-03-24
C002793,58,Female,No,2021-03-06
C002794,45,Male,Yes,2022-11-06
C002795,23,Male,No,2022-03-13
C002796,64,Female,Yes,2022-03-03
C002797,24,Male,No,2023-06-02
C002798,33,Female,Yes,2024-08-18
C002799,31,Male,Yes,2024-05-23
C002800,27,Male,Yes,2021-03-12
C002801,31,Male,Yes,2022-10-30
C002802,59,Female,Yes,2021-04-06
C002803,28,Female,No,2024-04-07
C002804,42,Male,Yes,2025-01-05
C002805,27,Male,Yes,2025-01-30
C002806,46,Male,No,2021-11-27
C002807,70,Female,Yes,2022-11-25
C002808,46,Male,Yes,2026-02-06
C002809,67,Male,Yes,2022-01-19
C002810,65,Female,Yes,2021-05-05
C002811,60,Male,Yes,2022-12-30
C002812,62,Male,No,2022-04-01
C002813,51,Female,No,2021-09-04
C002814,65,Female,No,2021-11-30
C002815,65,Female,Yes,2022-01-19
C002816,39,Female,No,2023-11-18
C002817,32,Female,No,2025-06-11
C002818,18,Female,Yes,2025-05-07
C002819,61,Female,Yes,2021-10-01
C002820,27,Female,No,2022-05-03
C002821,60,Female,Yes,2022-04-06
C002822,29,Male,No,2025-03-07
C002823,31,Male,Yes,2024-01-23
C002824,21,Male,Yes,2025-12-30
C002825,31,Male,Yes,2022-04-10
C002826,50,Male,No,2021-10-02
C002827,31,Female,No,2023-09-19
C002828,65,Male,No,2024-04-16
C002829,62,Male,Yes,2022-01-06
C002830,18,Female,No,2024-02-21
C002831,24,Female,Yes,2025-07-21
C002832,28,Male,No,2023-11-10
C002833,20,Male,Yes,2025-01-23
C002834,56,Male,Yes,2021-06-25
C002835,21,Female,No,2021-11-03
C002836,67,Female,Yes,2021-10-18
C002837,37,Female,No,2021-11-15
C002838,24,Male,No,2021-08-22
C002839,46,Male,Yes,2023-05-07
C002840,45,Female,No,2024-06-14
C002841,67,Female,No,2024-05-05
C002842,31,Male,Yes,2024-03-08
C002843,46,Male,Yes,2026-02-04
C002844,30,Female,No,2025-10-23
C002845,60,Male,Yes,2023-03-15
C002846,46,Female,No,2021-04-06
C002847,40,Female,No,2021-10-13
C002848,48,Female,Yes,2024-09-20
C002849,34,Male,Yes,2022-07-01
C002850,41,Female,No,2025-12-18
C002851,20,Male,No,2023-04-09
C002852,61,Female,No,2024-08-18
C002853,23,Male,Yes,2025-09-16
C002854,30,Female,Yes,2023-09-05
C002855,32,Male,Yes,2022-04-21
C002856,24,Male,Yes,2022-10-09
C002857,28,Female,No,2021-06-10
C002858,33,Male,Yes,2024-08-16
C002859,18,Male,No,2022-03-05
C002860,45,Male,No,2025-06-05
C002861,52,Female,No,2022-08-08
C002862,55,Female,Yes,2022-05-16
C002863,60,Female,No,2025-03-06
C002864,45,Female,Yes,2021-03-21
C002865,26,Male,Yes,2024-06-24
C002866,43,Female,No,2024-09-24
C002867,56,Male,Yes,2022-05-28
C002868,32,Female,No,2024-10-21
C002869,60,Female,Yes,2022-09-23
C002870,61,Female,No,2025-02-20
C002871,38,Male,No,2023-10-06
C002872,62,Female,No,2023-01-15
C002873,19,Male,Yes,2024-07-04
C002874,59,Male,No,2022-01-16
C002875,69,Female,No,2023-11-26
C002876,19,Female,No,2025-05-19
C002877,32,Male,No,2025-04-18
C002878,41,Female,No,2023-07-04
C002879,59,Female,No,2023-03-04
C002880,66,Male,Yes,2022-12-03
C002881,33,Female,Yes,2021-11-17
C002882,39,Male,Yes,2024-11-05
C002883,32,Female,No,2021-07-17
C002884,33,Male,No,2024-11-09
C002885,66,Male,Yes,2023-04-01
C002886,61,Female,No,2021-12-05
C002887,70,Female,Yes,2024-09-21
C002888,42,Male,No,2021-10-09
C002889,38,Female,Yes,2024-04-12
C002890,18,Female,Yes,2021-12-27
C002891,65,Male,Yes,2024-05-18
C002892,21,Female,No,2025-01-20
C002893,45,Male,No,2023-05-22
C002894,70,Female,No,2025-01-30
C002895,23,Female,No,2021-03-21
C002896,22,Female,No,2023-08-25
C002897,55,Female,No,2025-09-27
C002898,47,Female,No,2024-03-11
C002899,64,Male,No,2023-05-05
C002900,53,Male,No,2025-08-16
C002901,39,Female,No,2024-01-15
C002902,69,Female,No,2021-03-08
C002903,58,Male,Yes,2023-12-23
C002904,35,Male,No,2023-06-12
C002905,24,Female,No,2024-10-11
C002906,31,Male,Yes,2025-11-13
C002907,53,Female,Yes,2023-12-09
C002908,43,Male,No,2023-01-02
C002909,50,Male,No,2022-05-18
C002910,27,Male,Yes,2023-02-01
C002911,44,Female,No,2023-04-21
C002912,44,Female,Yes,2023-12-14
C002913,64,Female,No,2021-07-04
C002914,25,Male,No,2026-02-13
C002915,19,Male,No,2025-07-08
C002916,46,Female,No,2022-10-17
C002917,44,Male,No,2025-12-23
C002918,67,Male,Yes,2024-04-11
C002919,29,Female,No,2025-11-28
C002920,48,Female,No,2024-10-11
C002921,36,Female,Yes,2022-06-07
C002922,33,Male,Yes,2025-01-02
C002923,32,Female,No,2025-04-26
C002924,53,Female,No,2026-02-21
C002925,61,Female,No,2022-06-21
C002926,48,Female,Yes,2024-02-14
C002927,56,Male,Yes,2025-09-26
C002928,52,Male,No,2022-10-02
C002929,64,Male,No,2025-01-16
C002930,50,Female,Yes,2023-07-27
C002931,22,Female,No,2023-12-21
C002932,38,Female,No,2023-02-11
C002933,40,Female,No,2026-02-01
C002934,70,Female,Yes,2024-05-28
C002935,22,Male,No,2024-12-24
C002936,54,Male,No,2024-08-05
C002937,51,Female,Yes,2022-09-27
C002938,57,Female,No,2025-08-02
C002939,45,Male,Yes,2022-01-12
C002940,38,Female,No,2024-04-02
C002941,69,Male,No,2025-06-29
C002942,18,Male,Yes,2022-12-09
C002943,68,Female,No,2021-07-16
C002944,20,Male,Yes,2023-04-11
C002945,28,Male,Yes,2021-09-16
C002946,66,Male,Yes,2025-02-27
C002947,31,Male,Yes,2021-12-10
C002948,66,Female,No,2025-09-07
C002949,22,Female,No,2025-01-13
C002950,37,Female,No,2023-01-14
C002951,50,Female,Yes,2023-10-07
C002952,36,Female,Yes,2021-08-27
C002953,23,Male,Yes,2022-09-18
C002954,58,Female,No,2024-11-05
C002955,34,Male,Yes,2024-12-01
C002956,40,Female,Yes,2023-09-21
C002957,68,Female,Yes,2021-06-06
C002958,56,Male,No,2024-12-05
C002959,69,Female,Yes,2021-10-13
C002960,65,Female,No,2023-11-19
C002961,69,Female,Yes,2025-11-11
C002962,19,Female,Yes,2025-04-11
C002963,36,Female,Yes,2025-07-09
C002964,36,Female,No,2024-07-17
C002965,51,Female,Yes,2025-03-10
C002966,34,Male,No,2025-08-13
C002967,40,Male,No,2021-10-31
C002968,41,Male,Yes,2025-12-07
C002969,38,Female,No,2022-10-13
C002970,39,Female,Yes,2022-06-24
C002971,22,Male,No,2025-09-30
C002972,23,Female,Yes,2023-02-02
C002973,48,Female,Yes,2025-12-17
C002974,64,Male,No,2026-02-07
C002975,35,Female,No,2024-07-29
C002976,56,Male,No,2025-10-17
C002977,62,Male,Yes,2022-08-14
C002978,57,Male,Yes,2021-05-05
C002979,25,Male,Yes,2025-09-19
C002980,44,Male,No,2022-03-17
C002981,24,Male,Yes,2025-10-08
C002982,68,Female,No,2026-01-10
C002983,50,Male,No,2025-02-04
C002984,54,Female,No,2021-09-12
C002985,18,Male,Yes,2022-10-16
C002986,41,Male,No,2023-05-07
C002987,62,Male,No,2026-01-11
C002988,68,Male,No,2021-12-09
C002989,26,Female,Yes,2021-10-25
C002990,45,Male,No,2024-11-19
C002991,33,Male,Yes,2022-03-14
C002992,23,Female,Yes,2026-02-11
C002993,20,Female,Yes,2024-12-12
C002994,59,Female,Yes,2021-07-18
C002995,18,Male,Yes,2025-09-03
C002996,66,Female,No,2025-12-02
C002997,51,Male,Yes,2023-03-02
C002998,50,Female,No,2024-06-08
C002999,26,Male,No,2024-09-04
