order_id,order_date,product_id,store_id,customer_id,quantity,unit_price,discount,revenue,cost,profit
0RD00000652,26-03-2024,P0130,S029,C002287,3,7.96,0.15,20.3,10.36,9.94
0RD00000653,16-06-2024,P0101,S080,C026450,2,3.32,0,6.64,3.55,3.09
0RD00000654,19-09-2024,P0012,S090,C001275,2,9.97,0,19.94,12.3,7.64
0RD00000655,06-04-2023,P0065,S003,C035668,3,10.46,0,31.38,17.25,14.13
0RD00000656,23-11-2023,P0104,S036,C016040,5,8.99,0,44.95,22.64,22.31
0RD00000657,11-03-2024,P0035,S030,C007859,1,5.3,0,5.3,3.29,2.01
0RD00000658,13-05-2024,P0039,S070,C040701,1,14.97,0,14.97,8.74,6.23
0RD00000659,15-04-2024,P0110,S070,C013861,4,14.41,0.15,48.99,27.05,21.94
0RD00000660,19-09-2023,P0078,S032,C008085,4,4.17,0,16.68,8.41,8.27
0RD00000661,22-12-2024,P0189,S040,C049416,3,10.19,0,30.57,19.76,10.81
0RD00000662,22-04-2023,P0140,S091,C006826,4,11.93,0.2,38.18,22.57,15.61
0RD00000663,30-08-2023,P0133,S082,C038996,2,5.38,0.1,9.68,5.8,3.89
0RD00000664,04-12-2023,P0113,S082,C009835,2,12.69,0,25.38,14.08,11.3
0RD00000665,23-04-2023,P0157,S024,C014113,4,7.11,0,28.44,15.51,12.93
0RD00000666,30-10-2023,P0099,S008,C042702,2,4.42,0,8.84,5.29,3.55
0RD00000667,08-10-2024,P0122,S068,C024673,5,9.91,0.15,42.12,21.92,20.2
0RD00000668,12-07-2023,P0061,S080,C042825,2,7.75,0.1,13.95,9.2,4.75
0RD00000669,01-11-2023,P0178,S060,C017791,3,10.11,0,30.33,16.36,13.97
0RD00000670,05-04-2023,P0042,S054,C032014,1,11.22,0,11.22,6.46,4.76
0RD00000671,13-12-2024,P0161,S066,C002520,2,13.13,0,26.26,17.21,9.05
0RD00000672,12-05-2024,P0134,S047,C001006,5,6.13,0,30.65,15.53,15.12
0RD00000673,01-04-2024,P0077,S033,C034969,2,4.19,0,8.38,5.2,3.18
0RD00000674,22-01-2023,P0154,S098,C014248,3,14.83,0,44.49,25.54,18.95
0RD00000675,10-08-2024,P0050,S054,C042153,3,11.44,0.2,27.46,13.91,13.54
0RD00000676,04-10-2023,P0123,S020,C017686,1,10.08,0,10.08,5.47,4.61
0RD00000677,06-06-2024,P0038,S010,C019991,3,3.26,0,9.78,6.18,3.6
0RD00000678,20-01-2023,P0045,S001,C029640,1,10.61,0.15,9.02,6.02,3
0RD00000679,17-12-2024,P0050,S042,C014445,5,8.65,0,43.25,28.12,15.13
0RD00000680,02-12-2024,P0137,S054,C021141,5,12.73,0.2,50.92,26.98,23.94
0RD00000681,25-08-2023,P0112,S078,C043324,3,12.13,0,36.39,19.72,16.67
0RD00000682,10-12-2024,P0148,S020,C036505,3,10.98,0,32.94,17.54,15.4
0RD00000683,24-08-2024,P0022,S011,C003502,3,3.69,0,11.07,6.75,4.32
0RD00000684,29-10-2023,P0094,S051,C019653,5,10.11,0,50.55,32.99,17.56
0RD00000685,14-03-2024,P0196,S066,C035884,5,3.43,0,17.15,10.14,7.01
0RD00000686,22-04-2024,P0043,S074,C038301,5,7.67,0,38.35,23.79,14.56
0RD00000687,21-07-2024,P0075,S034,C001435,3,9.95,0,29.85,19.73,10.12
0RD00000688,13-12-2023,P0153,S064,C003657,4,5.47,0.1,19.69,12.89,6.8
0RD00000689,05-05-2023,P0027,S029,C013422,3,14.04,0.1,37.91,19.47,18.44
0RD00000690,09-03-2024,P0122,S043,C048776,2,7.44,0.15,12.65,8.7,3.95
0RD00000691,11-09-2023,P0068,S038,C040728,4,10.23,0,40.92,25.42,15.5
0RD00000692,17-02-2023,P0092,S006,C035907,4,12.15,0.2,38.88,25.9,12.98
0RD00000693,07-12-2023,P0096,S025,C048801,2,13.43,0.2,21.49,12.16,9.33
0RD00000694,08-11-2023,P0082,S011,C039239,2,6.93,0,13.86,7.72,6.14
0RD00000695,14-02-2024,P0106,S012,C025279,5,14.17,0.2,56.68,34.79,21.89
0RD00000696,15-12-2023,P0123,S066,C018316,2,9.06,0,18.12,12.15,5.97
0RD00000697,11-08-2024,P0200,S049,C037018,2,8.52,0,17.04,11.53,5.51
0RD00000698,08-09-2023,P0149,S085,C013583,5,10.64,0.1,47.88,29.79,18.09
0RD00000699,30-01-2024,P0145,S040,C020951,4,12.67,0,50.68,26.4,24.28
0RD00000700,11-11-2023,P0141,S051,C035335,5,12.61,0,63.05,44.1,18.95
0RD00000701,14-12-2023,P0044,S015,C048631,3,11.07,0,33.21,19.24,13.97
0RD00000702,14-05-2023,P0012,S008,C017034,3,7.88,0.15,20.09,13.07,7.03
0RD00000703,17-05-2023,P0127,S013,C039891,1,10.61,0,10.61,6.95,3.66
0RD00000704,30-08-2024,P0001,S083,C026518,1,10.34,0.2,8.27,4.42,3.85
0RD00000705,23-01-2023,P0188,S065,C000942,4,8.25,0,33,18.42,14.58
0RD00000706,21-10-2023,P0158,S019,C043247,3,5.72,0.1,15.44,8.11,7.33
0RD00000707,23-10-2024,P0010,S071,C023350,5,14.38,0.2,57.52,39.49,18.03
0RD00000708,12-03-2023,P0053,S051,C018640,2,6.25,0,12.5,8.3,4.2
0RD00000709,30-08-2023,P0025,S087,C049573,2,9.31,0.2,14.9,10.37,4.52
0RD00000710,07-12-2024,P0135,S063,C042447,1,4.86,0.15,4.13,2.78,1.35
0RD00000711,27-04-2023,P0077,S050,C044614,3,3.19,0,9.57,5.41,4.16
0RD00000712,05-09-2023,P0176,S095,C011504,1,13.18,0.15,11.2,7.68,3.53
0RD00000713,24-09-2023,P0197,S066,C009087,5,4.68,0,23.4,16.27,7.13
0RD00000714,09-08-2024,P0121,S087,C004534,2,8.44,0,16.88,10.8,6.08
0RD00000715,21-12-2024,P0201,S042,C002777,1,8.4,0,8.4,5.6,2.8
0RD00000716,18-08-2023,P0132,S008,C005284,4,6.45,0,25.8,13.74,12.06
0RD00000717,18-03-2023,P0114,S061,C003579,2,11.68,0.2,18.69,11.18,7.51
0RD00000718,25-03-2023,P0189,S009,C002047,1,3.61,0,3.61,1.87,1.74
0RD00000719,20-08-2023,P0009,S053,C045637,1,4.58,0,4.58,2.31,2.27
0RD00000720,25-06-2023,P0100,S047,C002194,2,13.57,0,27.14,15.46,11.68
0RD00000721,16-01-2023,P0167,S052,C022082,4,13.59,0.15,46.21,31.08,15.12
0RD00000722,03-12-2023,P0099,S051,C017611,1,9.61,0.15,8.17,4.41,3.76
0RD00000723,06-07-2023,P0008,S016,C044260,1,12.65,0.15,10.75,5.45,5.3
0RD00000724,04-06-2024,P0122,S027,C031210,4,8.57,0,34.28,19.7,14.58
0RD00000725,06-05-2023,P0135,S030,C041200,4,11.75,0,47,24.87,22.13
0RD00000726,14-01-2023,P0200,S023,C042045,1,6.68,0,6.68,3.45,3.23
0RD00000727,16-09-2024,P0079,S066,C046991,4,13.37,0,53.48,36.31,17.17
0RD00000728,28-12-2023,P0071,S018,C027016,5,6.48,0,32.4,21.41,10.99
0RD00000729,25-02-2024,P0166,S065,C026371,3,12.92,0.2,31.01,19.82,11.19
0RD00000730,23-03-2024,P0113,S068,C018253,3,5.69,0.2,13.66,8.5,5.16
0RD00000731,15-01-2024,P0142,S079,C039544,1,14.47,0,14.47,9.47,5
0RD00000732,25-08-2024,P0081,S092,C028884,5,4.89,0,24.45,12.42,12.03
0RD00000733,11-01-2023,P0039,S067,C033539,2,10.2,0,20.4,14.24,6.16
0RD00000734,18-04-2023,P0081,S031,C031968,2,13.97,0.15,23.75,16.25,7.5
0RD00000735,25-02-2024,P0143,S074,C037530,5,6.62,0,33.1,21.69,11.41
0RD00000736,14-09-2023,P0140,S002,C039989,1,5.86,0.15,4.98,2.61,2.37
0RD00000737,18-10-2023,P0098,S077,C016917,3,7.53,0,22.59,15.31,7.28
0RD00000738,27-04-2024,P0171,S063,C021091,1,10.01,0,10.01,5.25,4.76
0RD00000739,18-09-2024,P0064,S027,C019403,5,6.37,0.2,25.48,12.86,12.62
0RD00000740,21-06-2023,P0184,S041,C027135,1,14.48,0,14.48,9.77,4.71
0RD00000741,01-10-2024,P0191,S081,C013382,3,11.47,0.2,27.53,17.95,9.58
0RD00000742,09-01-2023,P0023,S026,C034597,4,7.3,0,29.2,15.72,13.48
0RD00000743,25-07-2024,P0140,S086,C002731,2,9.59,0,19.18,12.84,6.34
0RD00000744,08-10-2023,P0150,S056,C035651,4,12.88,0,51.52,26.18,25.34
0RD00000745,04-06-2024,P0184,S096,C034313,2,13.42,0.15,22.81,12.51,10.31
0RD00000746,08-05-2023,P0049,S010,C030096,1,6.1,0.1,5.49,2.98,2.51
0RD00000747,11-07-2024,P0079,S076,C015866,4,14.33,0.15,48.72,25.1,23.62
0RD00000748,13-03-2023,P0133,S063,C008807,1,10.09,0,10.09,6.96,3.13
0RD00000749,16-06-2023,P0201,S045,C013828,3,4.33,0.15,11.04,7.22,3.82
0RD00000750,29-07-2023,P0083,S097,C019693,3,12.74,0,38.22,19.72,18.5
0RD00000751,03-04-2024,P0164,S096,C047734,4,9.47,0.15,32.2,21.67,10.53
0RD00000752,08-07-2024,P0053,S081,C037099,5,4.12,0.2,16.48,8.85,7.63
0RD00000753,14-09-2024,P0057,S009,C035418,3,11.35,0,34.05,20.47,13.58
0RD00000754,27-12-2024,P0037,S095,C020323,2,5.83,0,11.66,8.05,3.61
0RD00000755,21-07-2023,P0029,S036,C032726,1,6.48,0,6.48,3.68,2.8
0RD00000756,05-08-2024,P0079,S081,C001973,3,12.97,0.2,31.13,15.62,15.51
0RD00000757,02-04-2024,P0059,S076,C016371,2,11.28,0,22.56,12.89,9.67
0RD00000758,17-06-2024,P0189,S083,C035410,3,14.5,0,43.5,23.57,19.93
0RD00000759,27-10-2024,P0143,S010,C041757,2,10.23,0,20.46,13.15,7.31
0RD00000760,27-11-2024,P0109,S087,C049083,5,3.41,0,17.05,10.5,6.55
0RD00000761,07-03-2023,P0049,S041,C013885,5,11.16,0,55.8,28.37,27.43
0RD00000762,23-03-2023,P0144,S089,C024588,3,11.45,0.15,29.2,19.89,9.31
0RD00000763,23-05-2023,P0103,S048,C015583,5,7.18,0.1,32.31,18.07,14.24
0RD00000764,21-06-2024,P0030,S094,C033104,5,5.86,0,29.3,17.97,11.33
0RD00000765,30-05-2024,P0021,S088,C031776,5,7.9,0.1,35.55,21.62,13.93
0RD00000766,16-03-2024,P0177,S050,C023506,4,5.37,0.15,18.26,11.95,6.31
0RD00000767,22-06-2023,P0132,S050,C039480,5,8.58,0,42.9,24.87,18.03
0RD00000768,05-07-2024,P0131,S010,C042177,2,4.19,0.2,6.7,4.17,2.53
0RD00000769,15-12-2024,P0002,S063,C010804,3,4.27,0,12.81,7.02,5.79
0RD00000770,27-04-2023,P0146,S048,C029261,1,9.17,0,9.17,6.28,2.89
0RD00000771,22-11-2023,P0058,S043,C003995,2,7.45,0.2,11.92,8.24,3.68
0RD00000772,30-12-2023,P0018,S008,C011227,2,10.26,0,20.52,10.74,9.78
0RD00000773,04-10-2023,P0001,S096,C046883,1,11.96,0.2,9.57,5.9,3.67
0RD00000774,10-05-2023,P0195,S006,C036314,1,5.18,0,5.18,3.15,2.03
0RD00000775,20-03-2023,P0071,S052,C019249,4,7.97,0,31.88,21.22,10.66
0RD00000776,05-07-2023,P0064,S030,C042648,1,8.87,0,8.87,4.77,4.1
0RD00000777,03-02-2024,P0134,S071,C018788,2,14.19,0.1,25.54,15.78,9.77
0RD00000778,17-02-2024,P0024,S014,C047689,2,9.03,0,18.06,10.53,7.53
0RD00000779,26-05-2023,P0166,S086,C048938,4,7.4,0,29.6,19.19,10.41
0RD00000780,30-11-2024,P0058,S010,C042908,3,13.55,0,40.65,21.42,19.23
0RD00000781,22-06-2024,P0117,S059,C027510,1,11.14,0,11.14,6.49,4.65
0RD00000782,03-02-2024,P0045,S076,C047891,1,14.91,0.15,12.67,7.64,5.03
0RD00000783,12-11-2024,P0027,S025,C021331,3,8.25,0,24.75,16.21,8.54
0RD00000784,17-10-2023,P0033,S075,C049112,1,4.92,0,4.92,3.14,1.78
0RD00000785,29-08-2023,P0024,S036,C042061,5,6.71,0,33.55,18.91,14.64
0RD00000786,08-11-2023,P0029,S015,C032770,2,7.41,0,14.82,7.65,7.17
0RD00000787,25-12-2024,P0122,S067,C038298,1,5.62,0,5.62,3.67,1.95
0RD00000788,28-10-2023,P0039,S055,C028804,3,3.68,0,11.04,6.76,4.28
0RD00000789,28-02-2024,P0099,S060,C048005,4,4.04,0.1,14.54,10.03,4.52
0RD00000790,06-01-2023,P0042,S008,C041272,5,12.88,0.1,57.96,29.87,28.09
0RD00000791,07-05-2023,P0141,S037,C049083,1,6.94,0,6.94,4.31,2.63
0RD00000792,24-11-2023,P0159,S051,C017272,1,4.73,0,4.73,2.56,2.17
0RD00000793,28-12-2023,P0091,S100,C017747,2,9.67,0,19.34,11.22,8.12
0RD00000794,13-12-2023,P0112,S078,C031691,1,3.86,0,3.86,2.12,1.74
0RD00000795,21-09-2024,P0101,S083,C029590,5,4.61,0,23.05,14.01,9.04
0RD00000796,03-03-2023,P0156,S003,C020194,2,11.48,0,22.96,15.68,7.28
0RD00000797,07-03-2023,P0194,S020,C019121,3,6.81,0,20.43,10.8,9.63
0RD00000798,01-11-2024,P0142,S054,C019339,2,9.74,0.15,16.56,10.22,6.34
0RD00000799,21-12-2024,P0101,S062,C041147,1,3.25,0,3.25,1.69,1.56
0RD00000800,14-11-2023,P0039,S008,C034862,5,14.7,0.2,58.8,31.88,26.92
0RD00000801,23-06-2023,P0034,S028,C038381,2,6.05,0.15,10.29,5.73,4.56
0RD00000802,04-01-2023,P0029,S004,C027907,2,8.18,0,16.36,9.38,6.98
0RD00000803,13-10-2023,P0062,S066,C000204,3,14.63,0,43.89,25.76,18.13
0RD00000804,02-09-2024,P0144,S078,C036916,3,5.05,0,15.15,8.26,6.89
0RD00000805,26-02-2024,P0201,S041,C006110,3,13,0,39,20.61,18.39
0RD00000806,09-10-2023,P0144,S099,C028626,1,14.91,0.15,12.67,6.71,5.96
0RD00000807,27-01-2024,P0197,S095,C012426,1,9.49,0.2,7.59,5.21,2.38
0RD00000808,28-04-2024,P0155,S088,C025484,2,14,0,28,17.38,10.62
0RD00000809,03-04-2024,P0136,S099,C032818,5,11.54,0,57.7,35.5,22.2
0RD00000810,07-11-2024,P0168,S038,C016074,1,12.32,0,12.32,7.39,4.93
0RD00000811,03-07-2024,P0161,S021,C019832,5,3.24,0.1,14.58,7.98,6.6
0RD00000812,09-11-2023,P0141,S060,C038440,2,13.32,0,26.64,15.96,10.68
0RD00000813,02-04-2024,P0145,S011,C035308,5,11.73,0,58.65,33.65,25
0RD00000814,19-10-2023,P0201,S040,C011448,2,8.73,0,17.46,10.25,7.21
0RD00000815,25-03-2023,P0001,S085,C006882,1,10.39,0,10.39,5.27,5.12
0RD00000816,12-12-2024,P0013,S084,C036472,4,12.95,0.1,46.62,31.77,14.85
0RD00000817,18-05-2024,P0129,S037,C021435,4,7.18,0,28.72,17.24,11.48
0RD00000818,16-02-2024,P0159,S063,C034380,3,12.26,0.1,33.1,21.43,11.68
0RD00000819,02-04-2023,P0073,S062,C020572,2,13.11,0,26.22,18.22,8
0RD00000820,03-05-2024,P0065,S038,C043842,2,12.71,0.1,22.88,15.65,7.23
0RD00000821,10-06-2023,P0022,S034,C027811,1,9.93,0,9.93,6.75,3.18
0RD00000822,19-05-2024,P0165,S014,C001903,4,13.34,0.2,42.69,27.36,15.33
0RD00000823,02-06-2023,P0001,S049,C020006,5,8.27,0.15,35.15,24.31,10.83
0RD00000824,30-12-2024,P0053,S034,C036610,5,14.37,0,71.85,46.78,25.07
0RD00000825,15-01-2023,P0065,S063,C025167,1,14.89,0.1,13.4,9.21,4.19
0RD00000826,28-10-2023,P0110,S089,C039464,5,4.33,0,21.65,13.17,8.48
0RD00000827,03-07-2024,P0170,S032,C032354,3,3.92,0.1,10.58,5.53,5.05
0RD00000828,14-05-2023,P0106,S073,C038280,1,3.65,0.1,3.29,1.73,1.56
0RD00000829,17-04-2023,P0040,S049,C022590,5,11.85,0,59.25,37.04,22.21
0RD00000830,08-02-2024,P0182,S076,C023811,4,10.19,0.15,34.65,19.58,15.07
0RD00000831,01-05-2023,P0006,S074,C016751,3,7.28,0.1,19.66,13.51,6.14
0RD00000832,01-04-2024,P0062,S021,C021212,1,12.85,0,12.85,8.23,4.62
0RD00000833,06-10-2023,P0022,S098,C011646,2,11.07,0,22.14,14.76,7.38
0RD00000834,13-06-2023,P0038,S036,C048933,4,10.2,0,40.8,27.95,12.85
0RD00000835,10-10-2024,P0148,S064,C034098,5,9.88,0.1,44.46,24.38,20.08
0RD00000836,11-05-2023,P0017,S055,C047912,1,8.02,0,8.02,4.75,3.27
0RD00000837,03-12-2024,P0033,S037,C006756,1,6.53,0.15,5.55,3.61,1.94
0RD00000838,21-08-2023,P0141,S033,C047619,1,6.07,0,6.07,4.16,1.91
0RD00000839,25-03-2023,P0133,S020,C003425,5,12.22,0,61.1,35.57,25.53
0RD00000840,15-10-2023,P0031,S086,C024121,5,9.69,0,48.45,28.76,19.69
0RD00000841,11-06-2023,P0093,S003,C006142,4,6.12,0,24.48,14.02,10.46
0RD00000842,21-01-2023,P0190,S038,C028103,2,5.88,0,11.76,7.41,4.35
0RD00000843,29-05-2024,P0122,S097,C024592,2,13.58,0.15,23.09,15.65,7.43
0RD00000844,24-12-2023,P0181,S022,C022765,1,12.85,0,12.85,8.56,4.29
0RD00000845,15-11-2024,P0131,S083,C013693,5,12.46,0,62.3,42.84,19.46
0RD00000846,17-03-2023,P0148,S023,C045043,1,13.67,0,13.67,8.08,5.59
0RD00000847,19-12-2024,P0156,S057,C003612,3,9.33,0.1,25.19,14.7,10.49
0RD00000848,06-12-2023,P0065,S052,C038101,1,12.24,0,12.24,7.39,4.85
0RD00000849,24-11-2024,P0025,S084,C025393,3,8.52,0.15,21.73,13.31,8.41
0RD00000850,11-05-2023,P0083,S071,C023603,1,5.16,0,5.16,3.05,2.11
0RD00000851,26-02-2023,P0154,S069,C012450,1,7.38,0,7.38,4.25,3.13
0RD00000852,22-11-2023,P0002,S087,C026757,3,9.93,0,29.79,19.49,10.3
0RD00000853,07-12-2023,P0200,S014,C041492,1,7.08,0,7.08,4.02,3.06
0RD00000854,01-07-2024,P0052,S094,C020001,3,13.05,0.15,33.28,18.43,14.85
0RD00000855,25-10-2024,P0014,S082,C003230,3,8.45,0.2,20.28,11.92,8.36
0RD00000856,28-06-2024,P0087,S008,C016131,3,11.43,0,34.29,18.53,15.76
0RD00000857,10-06-2023,P0032,S023,C032000,2,7.23,0.15,12.29,7.48,4.81
0RD00000858,05-03-2024,P0015,S026,C011724,2,3.24,0.15,5.51,3.22,2.29
0RD00000859,03-11-2024,P0157,S043,C019576,2,5.7,0,11.4,6.92,4.48
0RD00000860,23-02-2023,P0102,S048,C016677,2,7.36,0,14.72,8.35,6.37
0RD00000861,31-03-2023,P0140,S071,C019230,4,8.32,0,33.28,22.42,10.86
0RD00000862,03-03-2024,P0069,S068,C046041,1,4.25,0.2,3.4,2.23,1.17
0RD00000863,19-07-2024,P0183,S071,C000571,3,14.32,0.15,36.52,22.19,14.32
0RD00000864,19-05-2024,P0054,S018,C035804,4,9.39,0.1,33.8,21.95,11.86
0RD00000865,19-11-2023,P0162,S033,C035881,4,12.54,0.2,40.13,23.18,16.95
0RD00000866,22-06-2023,P0107,S009,C032571,4,11.04,0.2,35.33,23.09,12.24
0RD00000867,13-12-2023,P0128,S086,C026951,2,14.93,0,29.86,18.79,11.07
0RD00000868,28-10-2023,P0097,S098,C045760,3,8.25,0,24.75,13.75,11
0RD00000869,17-06-2024,P0054,S064,C046527,3,9.1,0.15,23.2,14.7,8.5
0RD00000870,13-06-2024,P0000,S006,C019376,5,10.33,0,51.65,26.08,25.57
0RD00000871,20-03-2023,P0138,S093,C014074,4,11.74,0,46.96,26.97,19.99
0RD00000872,09-06-2024,P0060,S019,C015672,1,9.42,0.1,8.48,5.82,2.66
0RD00000873,06-08-2023,P0157,S078,C019024,2,14.82,0,29.64,20.74,8.9
0RD00000874,16-02-2023,P0109,S020,C000316,3,7.54,0.2,18.1,11.7,6.39
0RD00000875,13-10-2024,P0113,S015,C026233,5,14.03,0.1,63.13,32.71,30.42
0RD00000876,05-03-2023,P0107,S065,C034947,3,6.3,0,18.9,11.83,7.07
0RD00000877,21-11-2024,P0015,S096,C033684,3,8.51,0.2,20.42,11.76,8.67
0RD00000878,24-06-2023,P0142,S095,C035200,5,9.22,0,46.1,24.47,21.63
0RD00000879,28-01-2023,P0100,S013,C000583,1,6.7,0,6.7,3.59,3.11
0RD00000880,29-06-2024,P0036,S078,C018440,4,3.2,0,12.8,8.42,4.38
0RD00000881,22-07-2023,P0144,S085,C014150,1,5.29,0.2,4.23,2.34,1.89
0RD00000882,08-09-2023,P0149,S013,C037974,5,12.92,0,64.6,37.03,27.57
0RD00000883,11-09-2023,P0039,S040,C005886,3,3.1,0,9.3,6.35,2.95
0RD00000884,27-03-2024,P0020,S004,C045617,4,13.7,0,54.8,32.67,22.13
0RD00000885,11-11-2023,P0081,S088,C006821,2,5.93,0,11.86,6.17,5.69
0RD00000886,23-10-2023,P0050,S064,C027053,1,5.67,0,5.67,3.4,2.27
0RD00000887,24-02-2024,P0089,S029,C015945,5,10.3,0,51.5,35.94,15.56
0RD00000888,30-06-2023,P0055,S067,C021739,4,12.22,0,48.88,32.81,16.07
0RD00000889,17-05-2023,P0051,S016,C032183,4,6.26,0,25.04,17.08,7.96
0RD00000890,14-04-2023,P0056,S024,C031818,2,3.48,0,6.96,4.06,2.9
0RD00000891,20-06-2024,P0200,S099,C030417,5,8.07,0,40.35,23.39,16.96
0RD00000892,23-12-2023,P0166,S056,C043726,4,7.61,0,30.44,20.81,9.63
0RD00000893,02-01-2024,P0083,S041,C031625,5,9.87,0,49.35,31.28,18.07
0RD00000894,25-07-2023,P0038,S034,C033406,5,13.84,0,69.2,42.19,27.01
0RD00000895,17-12-2024,P0187,S093,C025437,1,14.88,0,14.88,7.72,7.16
0RD00000896,13-11-2023,P0198,S033,C034099,3,10.62,0,31.86,20.6,11.26
0RD00000897,05-04-2024,P0083,S099,C029441,3,7.83,0.1,21.14,14.27,6.87
0RD00000898,31-07-2023,P0041,S090,C023259,3,13.46,0,40.38,22.09,18.29
0RD00000899,16-12-2024,P0016,S036,C017635,2,11.54,0.1,20.77,13.48,7.3
0RD00000900,16-09-2023,P0042,S021,C028888,1,7.93,0.2,6.34,3.52,2.83
0RD00000901,06-10-2024,P0121,S095,C044671,4,5.94,0.2,19.01,11.65,7.36
0RD00000902,01-11-2024,P0034,S072,C035628,4,13.16,0,52.64,35.78,16.86
0RD00000903,20-01-2023,P0196,S088,C038000,4,5.71,0,22.84,14.29,8.55
0RD00000904,07-06-2024,P0168,S011,C031873,3,14.92,0,44.76,22.57,22.19
0RD00000905,25-06-2023,P0011,S058,C021130,4,11.75,0,47,29.78,17.22
0RD00000906,09-07-2023,P0103,S060,C016360,1,11.54,0.1,10.39,7.08,3.3
0RD00000907,25-01-2023,P0162,S090,C029119,4,14.12,0.2,45.18,27.97,17.21
0RD00000908,12-09-2024,P0159,S068,C011626,2,3.16,0,6.32,4.23,2.09
0RD00000909,27-06-2023,P0147,S020,C022458,1,7.71,0.2,6.17,4.1,2.06
0RD00000910,19-06-2023,P0143,S081,C020341,2,11.9,0,23.8,13.78,10.02
0RD00000911,14-07-2024,P0071,S055,C017299,3,7.32,0.15,18.67,9.95,8.72
0RD00000912,18-03-2024,P0071,S043,C042899,5,10.04,0.1,45.18,22.84,22.34
0RD00000913,07-10-2024,P0169,S001,C031058,4,5.42,0,21.68,13.14,8.54
0RD00000914,18-07-2024,P0069,S100,C009869,5,6.85,0,34.25,19.45,14.8
0RD00000915,06-03-2023,P0105,S038,C017641,1,10.4,0.2,8.32,5.34,2.98
0RD00000916,05-03-2023,P0037,S083,C007997,3,6.88,0,20.64,10.6,10.04
0RD00000917,22-05-2024,P0041,S029,C026255,3,7.19,0,21.57,12.85,8.72
0RD00000918,14-10-2023,P0136,S024,C024175,1,10.08,0,10.08,6.7,3.38
0RD00000919,15-04-2023,P0198,S003,C046849,5,10.94,0,54.7,37.28,17.42
0RD00000920,04-11-2023,P0033,S100,C004464,1,5.05,0,5.05,3.38,1.67
0RD00000921,08-05-2023,P0109,S009,C015363,4,3.67,0,14.68,8.55,6.13
0RD00000922,31-08-2023,P0182,S036,C007704,3,3.19,0,9.57,5.64,3.93
0RD00000923,20-08-2023,P0005,S029,C039736,4,14.84,0,59.36,40.1,19.26
0RD00000924,18-09-2023,P0147,S015,C047883,3,14.68,0.2,35.23,19.17,16.06
0RD00000925,26-05-2024,P0048,S022,C035835,2,7.66,0,15.32,9.45,5.87
0RD00000926,10-08-2024,P0056,S093,C049704,4,7.54,0,30.16,19.77,10.39
0RD00000927,31-03-2024,P0154,S064,C005018,4,6.14,0,24.56,16.14,8.42
0RD00000928,27-04-2024,P0012,S087,C007328,5,4.66,0,23.3,13.62,9.68
0RD00000929,11-08-2024,P0058,S020,C011511,1,9.96,0,9.96,6.97,2.99
0RD00000930,24-06-2023,P0080,S033,C040635,5,5.05,0,25.25,14.28,10.97
0RD00000931,29-04-2023,P0046,S047,C002678,1,11.71,0.1,10.54,5.3,5.24
0RD00000932,07-08-2023,P0170,S064,C012533,3,7.3,0,21.9,12.97,8.93
0RD00000933,25-06-2024,P0008,S069,C021364,3,6.73,0.15,17.16,8.93,8.24
0RD00000934,19-05-2023,P0019,S098,C009755,4,6.14,0,24.56,14.93,9.63
0RD00000935,27-04-2023,P0162,S093,C042014,3,6.72,0,20.16,13.47,6.69
0RD00000936,10-08-2023,P0073,S027,C034190,5,7.71,0,38.55,24.07,14.48
0RD00000937,20-10-2024,P0190,S048,C032227,5,14.98,0,74.9,42.29,32.61
0RD00000938,18-11-2023,P0060,S007,C032787,3,9.81,0,29.43,18.12,11.31
0RD00000939,24-06-2024,P0187,S043,C033660,3,13.84,0.2,33.22,21.85,11.36
0RD00000940,16-04-2023,P0125,S042,C000719,3,12.09,0,36.27,23.95,12.32
0RD00000941,10-07-2023,P0089,S013,C041676,3,3.6,0,10.8,6.31,4.49
0RD00000942,16-02-2023,P0159,S054,C011303,4,13.42,0,53.68,30.09,23.59
0RD00000943,25-12-2024,P0032,S001,C029703,2,6.02,0,12.04,6.18,5.86
0RD00000944,04-08-2023,P0083,S055,C010634,2,8.58,0.15,14.59,7.8,6.78
0RD00000945,21-05-2023,P0106,S014,C007050,5,9.61,0,48.05,32.47,15.58
0RD00000946,14-04-2024,P0165,S075,C023940,1,3.93,0,3.93,2.71,1.22
0RD00000947,28-09-2024,P0112,S073,C016324,5,7.44,0,37.2,25.17,12.03
0RD00000948,04-04-2023,P0130,S022,C006391,5,6.84,0,34.2,19.32,14.88
0RD00000949,03-04-2024,P0051,S099,C036647,1,12.76,0,12.76,8.7,4.06
0RD00000950,08-04-2023,P0052,S021,C030191,3,7.8,0,23.4,14.21,9.19
0RD00000951,12-12-2024,P0167,S082,C044200,3,8.12,0.1,21.92,15.17,6.75
0RD00000952,19-01-2023,P0133,S041,C010683,2,10.61,0,21.22,13.94,7.28
0RD00000953,15-02-2023,P0195,S017,C020204,3,13.62,0,40.86,21.15,19.71
0RD00000954,24-09-2023,P0139,S090,C042987,4,11.2,0,44.8,26.67,18.13
0RD00000955,02-05-2023,P0182,S096,C036464,4,10.58,0.15,35.97,20.82,15.15
0RD00000956,03-06-2024,P0151,S019,C005971,3,6.26,0,18.78,11.85,6.93
0RD00000957,29-04-2023,P0066,S022,C005405,2,8.87,0.1,15.97,10.92,5.05
